"","pa.pos","pa.neg","contaminant"
"05fe69caa39ee6ec77a0bbd01d2f5daf",207,0,FALSE
"003d149da55dbb763f25d9b80da3bab0",1,0,FALSE
"306e57a06f0cbf1d8007d32ec5c1c478",22,0,FALSE
"003e19717fd105c06a6ae4195082637f",1,0,FALSE
"003e8bc5de7a220fcef5541dd6ce3e2d",5,0,FALSE
"003eb6d669356ac6f2224cfd9d7eae5d",1,0,FALSE
"003eb7ca469cd61798494bfa3165eb26",1,0,FALSE
"003fd7e3c3633e2087948332a6862512",1,0,FALSE
"004025a3f5e0d45c723b18f68844a6f2",1,0,FALSE
"0041a4b61d9f995e1a1c1ef8943c4977",1,0,FALSE
"b8383a4b28596720e346310cfc1cc488",26,0,FALSE
"4b9efe3e63da3790971da472fe445a45",3,0,FALSE
"0043005676146c55b94ffd8e08cf3e2d",1,0,FALSE
"004476d35251fadf7fbbe63ccbdc5cbf",1,0,FALSE
"0044b1086e71473d931495098a01d4cd",1,0,FALSE
"0044b864e5a2cf1bad59fb2db48c5d30",11,0,FALSE
"0044bb592f73a5dd6f13281004d4cf0a",1,0,FALSE
"dfbe72fcd55e553a91b63c71c7509b18",91,0,FALSE
"00463f2cbc09412b9c362db06d7601e6",1,0,FALSE
"00470f3e6b2ea1118580363aebd7e003",1,0,FALSE
"00476ec88682f66559b23df3e78e65e4",1,0,FALSE
"0047d82491af0d8dcd7e6df578470988",1,0,FALSE
"004b84129ee46261209e57f0053c2970",55,0,FALSE
"004ba94d63e05043342a77b00d389f30",1,0,FALSE
"004bba83586a4a56ade1f09e6261eee7",23,0,FALSE
"004c534154c071096105171304b1841c",6,0,FALSE
"004ca756d4c72a8aae088063801e5680",1,0,FALSE
"004cc5f24874baab2d0424b3aa93bdee",1,0,FALSE
"004d1b67e2d73aa86f525a48eb83e9db",1,0,FALSE
"004d21e562cb0d1946dbe22ab027907d",1,0,FALSE
"004d806e0926adab25b004574e35a777",1,0,FALSE
"0c4dc0acea1ef8e7e9e1ca964cbe4ee9",49,0,FALSE
"004eb131a4738356447edfbd2a0cf0cd",1,0,FALSE
"c77b8eff4bc48f26171caf492c2fd513",352,1,FALSE
"004f1cf520a21a6fff2a7c5ba1b91422",60,0,FALSE
"004f3fc4bf0e1e5397ffb28eb255ab20",1,0,FALSE
"004f46ae841868b52cad3d44aee2558f",1,0,FALSE
"861ff90f9607885e108b4c63d74e671e",162,0,FALSE
"0050e3c1f1b78818607df6f790ba567d",1,0,FALSE
"00526d4de51d461c5e4ce3c24087fd64",1,0,FALSE
"00529018ecd15415743c34c09b8eec0e",1,0,FALSE
"0052cfd0b6730d145f75c9f4650da2d2",3,0,FALSE
"9ba0ddfe615c614ef010a73952d8c3f6",108,0,FALSE
"00538642356dd7cc142e6b857deb754f",1,0,FALSE
"0053db13cc32878d64501e15b6fd2d1a",1,0,FALSE
"0054903e93ac5d8b79fd427a53d4fb4a",184,0,FALSE
"fc6bd506682b0c3d0fd31282814d1fc3",15,0,FALSE
"0054e4ef91bb9c8bd3e3e3f9f87a0ec0",1,0,FALSE
"005637a0792dd873811eded77f190912",1,0,FALSE
"00568e5e05172e53f18236c99d6b85a8",1,0,FALSE
"0056d0adde2d158d0e53cc705de0d7b9",1,0,FALSE
"00588ae522de2c181ea3028fb2a856e6",1,0,FALSE
"0058e38fc20b63e05e3822097131bc83",1,0,FALSE
"30624494710080be4f6ce82d26b63df1",27,0,FALSE
"005a628ff7d5f29b166527a5e6250c08",5,0,FALSE
"b6a87fc8ba64ecd65172a4f39b82aa50",6,0,FALSE
"005bd719b9fe7f89ebb8ef5822f78350",1,0,FALSE
"3a4e961f1963a03999e04d5d7057b8a5",3,0,FALSE
"005c4c4636f87cb2275df39cad2361b7",1,0,FALSE
"005c63c74f2983eb611d4a20ae57b386",1,0,FALSE
"fdcee15c8d4923aef6e797f7cedeae40",3,0,FALSE
"f31f1ffb37d928b420bfd2eeb77b3b04",217,0,FALSE
"005e7c40e7c19021b6be01a235c4e6a7",6,0,FALSE
"005e93112a7da867f14dbb05e7739885",1,0,FALSE
"005f6210b435099c6a7b339a2fbe1eea",2,0,FALSE
"005f7b5ded0e0d70e154a1507532be91",1,0,FALSE
"005fff1ac9755e88ef2cbd3bf4166a39",1,0,FALSE
"00617519bf7e6f10d48d3870acdcae35",1,0,FALSE
"30e74a6161e80402dd47e8e846fea12f",84,0,FALSE
"cf65540fca285cae4e2ff3b31a11bda0",4,0,FALSE
"57901fcbaf88102971d34432ca6ab6e4",89,0,FALSE
"0063053f634820a07885c1c428e7714b",1,0,FALSE
"0064251f2e66e2e0a9e432c42f3de4d5",1,0,FALSE
"006434e82d55a83fcdb55942cca85abb",1,0,FALSE
"7569abd8fa7bde2d90b03286a4afdb5e",21,0,FALSE
"0064b210b17126bab82866aa5cc713ca",1,0,FALSE
"0064ff9af5f2d8dd24f9108f99318836",3,0,FALSE
"0065121648a983d7c19446a10777e31e",1,0,FALSE
"73c330ec1d378677ca7605c53ce89896",27,0,FALSE
"006566daafb13a5d0a11f2bb4f22ab2a",1,0,FALSE
"aa1796960e427d187245034edcc4d6d7",8,0,FALSE
"26a1fcaad3f6d3cde5183f839aedcc50",62,0,FALSE
"0066a965e15073fc490c5aa6e2e7161c",1,0,FALSE
"0067160248b0d63c1eff9f9eaf301d78",8,0,FALSE
"dbe4198c5b65ac272202ff2ee0d1cafb",12,0,FALSE
"0068b0e2b7b7580cd038581d8d41afe7",1,0,FALSE
"00694333f7e8f28c5f7ab39c62f1bae8",1,0,FALSE
"0069c9256d25ec6f52ea39bee4b29638",1,0,FALSE
"006a3e2d9fe99213b37babecc1edce51",1,0,FALSE
"006afa9bc5fc2acd97605f9c2fb49d72",1,0,FALSE
"006b4ecad01bb3764eaa09a9cdfc76bd",1,0,FALSE
"006b5fe31fb7132f9fd6570776389372",1,0,FALSE
"006c72b03cb6b0a37e0b55c91fda59a1",1,0,FALSE
"006d0186dc37ce8674b748221e71366d",1,0,FALSE
"006eaf5ce0290291edf33c10b1677960",1,0,FALSE
"007073ce64bdd806cc2a75fb61312651",10,0,FALSE
"0070a553e03c26d8ac8a455f3494e97c",23,0,FALSE
"00710fd543e71d49a99757332a97ac00",1,0,FALSE
"a4d53bfbbb36135237dd5d463f3a4740",75,0,FALSE
"0071a29fbe93a00f79b666774411d8ac",1,0,FALSE
"f5b5b8d6e5f97c5d888dca2d348e1b40",28,0,FALSE
"f06308d983f706fe8dff34180cf7d57b",9,0,FALSE
"0073a35d870700a93b362cb5afc73939",1,0,FALSE
"007405bf7baec184e3832a8f36351c05",2,0,FALSE
"007448a3e58e6240ddc57005a20c1829",1,0,FALSE
"007486e7ffe16ffe8695b70021cf8f18",1,0,FALSE
"0074dfb4de6449721821bb3d63ad1573",1,0,FALSE
"0075045a55e7ba09be45535a14192367",1,0,FALSE
"00768ad724fd71b0000e858146d1083e",11,0,FALSE
"997e93f61cee676812e3933b689b6f9f",25,0,FALSE
"007785d3cc2ad76f897baccdfb73dde0",1,0,FALSE
"0077ae570e813c6ee6b078e761f5b5a8",1,0,FALSE
"8d988d96b5249acbb9c1465cbd6c2371",2,0,FALSE
"00799d16d55c07c43d036ee87fad854a",1,0,FALSE
"0079f243daaa230b3dd13ca31b697cff",3,0,FALSE
"007ac4c359ccaad6904dfb01f1cbcf3f",285,0,FALSE
"007af1a7a675b85693b35f1f2dba8634",16,0,FALSE
"d66eff6b2849e3edc534701943fd05db",49,0,FALSE
"007b69797d3f35531d800e87dc4ccd81",1,0,FALSE
"007b7f9348f0c8f3e0910f2aae0057c0",1,0,FALSE
"d29d9128c719b7e08b02565086e37421",278,0,FALSE
"007c2bf98ed2f4a392ec19f74098bfa6",26,0,FALSE
"13922e4305c801eeecbb14f007333cac",14,0,FALSE
"007e93d1a76be25cee3317827d861a99",1,0,FALSE
"007f7b72bbfafff598080fe3cbee9ea8",1,0,FALSE
"007faf8de3c8c62a3265c82cf74236ed",1,0,FALSE
"008007c4ee98112ab823826588e66ef8",1,0,FALSE
"265f5e54240e26ecf393624a5bd2d161",33,0,FALSE
"14735354a4276914fc2265c28d8f9cb5",5,0,FALSE
"0705b008d27be5b28e48cba2859d38f4",16,0,FALSE
"0081a651668570936e27b09e88b1be31",1,0,FALSE
"199ab8a0e01e1b989cc3a0c7486b619a",7,0,FALSE
"00833bd8ace813fe805f6f2a3aab102f",1,0,FALSE
"008426ff2f8dc8c48f3fe28fd9c66f2b",1,0,FALSE
"008449d4ed52c951d69f099c38873379",1,0,FALSE
"00846089be3a3a379e8c2e6e9957b6dd",1,0,FALSE
"0084c371de81a913f262e565b985c56a",2,0,FALSE
"0085a2649b7e356b5a123f10888bb270",5,0,FALSE
"0086c3032d7c7c204b52ade54db8a1c7",34,0,FALSE
"0087050369552d80a84bf32167e0e967",1,0,FALSE
"00870cb997c8cecdaab95b472b33addb",16,0,FALSE
"e920c3b4a58cc61e408bc4fbf269e9b5",144,0,FALSE
"0088ff9b76600b049c30b9806820249e",14,0,FALSE
"0089fbde6d247bd145d228e61636d330",1,0,FALSE
"008ba58e2a83c04831165bfc3003df34",1,0,FALSE
"008c24c793df4055d690394b50c4ac04",1,0,FALSE
"008cedd5992807bac459652baace08b0",2,0,FALSE
"008d242ac3044e21fa182fcbebed39ab",1,0,FALSE
"008d8fb0166638ed5af889cc73e5a8d2",1,0,FALSE
"008dd605cfa211ec130295a1e7733633",1,0,FALSE
"008e7273b66be1d27ec561597c46eb07",7,0,FALSE
"008f634a9f8fc13b7566cd43437f21b2",2,0,FALSE
"008f7bd1f5775bb4d169cde13ca8a913",3,0,FALSE
"07776d06949806216fda291584e2e6e4",6,0,FALSE
"0090e4fc29fe00d36079e96d016e764c",1,0,FALSE
"a37e2ae258b843db9b0cc4c9a4fbdedd",64,0,FALSE
"00914e5f513c740305d95b47ab11086a",1,0,FALSE
"0091bbe6fbab63428229579bb4d1b31f",1,0,FALSE
"c14ec9944a784020ad2757dff4f2d931",70,0,FALSE
"009362014c95ef824ce17bf68d95522f",1,0,FALSE
"0093c5120b0d124f697d1d53ca9e0dec",4,0,FALSE
"d1f2f5ce4f789a1d45e623f88723c74a",5,0,FALSE
"00945a3dcbe5e9af40c3e9ea84049e24",1,0,FALSE
"0094abdb7cea0b4708fc6ca371efe26f",7,0,FALSE
"d1be01f11ec42ee45805e8689c5ac932",16,0,FALSE
"00953e30c01dcc56dbb61ebbdef26c53",2,0,FALSE
"0095aabc0e210ee9d837120023e745fa",1,0,FALSE
"0095ac54b368ec6f55638cf407fb6268",1,0,FALSE
"0096cc8b8b2f2dc02c68ecdcf91e3945",1,0,FALSE
"42b1c1cf373ff183491bef5bbc4b2ce0",71,0,FALSE
"0097d207fba245e0de2d48f2a7eb2afa",1,0,FALSE
"0098072d57890863aad7f04b11a8a6ea",1,0,FALSE
"e78587f27748990a56e1197b1b61827e",114,0,FALSE
"00985627be8a0ed0080f5df8fe96e650",1,0,FALSE
"0098c8b9c04e8bb297d35685addfa50b",1,0,FALSE
"02168ccfc210ea506756c782dda04d73",38,0,FALSE
"009a16af0114583644c0a059ad4f2920",3,0,FALSE
"add2acbf5938fac6b7cdb985185fc1f3",4,0,FALSE
"009aabf861d0fc87f9e675797b6e75cd",1,0,FALSE
"009b569c23a473e8ea5b24f9cc31e942",1,0,FALSE
"15408e7e33a7125f9c2e5527fd459c18",66,0,FALSE
"009bde1da81e132043f71e34749ee36c",1,0,FALSE
"009bf8d70e88da758a62baef2c156716",1,0,FALSE
"009c0f8aeee889752bb094d197dc4695",1,0,FALSE
"022c9acbb9895f95049b26049eddb6bd",38,0,FALSE
"009d5d4139f73cf77d269a8f64632d94",4,0,FALSE
"009d65c4217be62205e8993c60880c57",1,0,FALSE
"009d9be9a3d504911293c41ab3ee698e",1,0,FALSE
"009d9e5c2abe938df48989996570575d",3,0,FALSE
"277698ffcee7f3bd33f19d0fef2382ac",128,0,FALSE
"00a09372c407f19e21e410ce9ccdfbf9",1,0,FALSE
"00a0e543c79e218f1036d1d8c4df68e0",1,0,FALSE
"66f327e2ae6b54b312e7e2966a3f385a",122,0,FALSE
"00a1fe200cbeb174b10f216f1895e1b5",1,0,FALSE
"00a23f78f8a6f3e67280dbd0461c323d",6,0,FALSE
"00a301106473f88d2d2cf9e6ca7d569d",1,0,FALSE
"00a38109657373f5deac7f32997be190",1,0,FALSE
"8e01a06305800672045373bb9afd5196",42,0,FALSE
"8cd5cbd94b8715d21e4c6623d5c499d8",159,0,FALSE
"00a5bbc5e705af78bee5b0e636569f38",1,0,FALSE
"00a5ca8573292d9fa3f2f4871193c0eb",1,0,FALSE
"00a5cd04f65726d81272152b85295052",1,0,FALSE
"00a5cd691e3977baba6c9be1b457107b",1,0,FALSE
"00a65ca8bd59ac502e6a05d6e8179ddc",18,0,FALSE
"00a66b726d8f8150bd68b2751767261c",1,0,FALSE
"00a691b484d6eefc1b4eabd39bd09335",3,0,FALSE
"2307b247deb4299afdc35b9c195c3301",11,0,FALSE
"00a72cd61e81ccd0909f8650e7d29958",1,0,FALSE
"00a7dd4c0a94d259dd7fa4ad8150c383",1,0,FALSE
"00a8c597318dd91a45129f7badfceeb7",1,0,FALSE
"00ab0f2a5c5a00e42f740b146c0433e6",24,0,FALSE
"00ab4fcbe482ee46e98fb0c08747db57",1,0,FALSE
"00aba2e64400d4a5728c6ee86f8fed3f",1,0,FALSE
"8063bf9f6e8ec32bd483bf48c10c46b2",13,0,FALSE
"00ad47b418da485ab9680bc38c5e674a",1,0,FALSE
"00ad75bbf51ffe9875773456b615ca77",1,0,FALSE
"ca25c2e661abc69e01ba413342d6513f",78,0,FALSE
"00aea642444d57bec28ee4799e2598bd",36,0,FALSE
"00af565e19ce8614986a92f12e68c250",1,0,FALSE
"00b02990162ebadb09feee2b8bd6b6bd",2,0,FALSE
"00b02d4165bad8bce1b05834bc661c43",1,0,FALSE
"00b03ab1dd1179fa7bd3a1ac939a75cc",1,0,FALSE
"74ce09388a0c691e70dab20d599f9012",9,0,FALSE
"00b12b1e4d0a596bd71b1742203c04de",1,0,FALSE
"49339f9df020bc23e3a5ec77722acf6a",232,0,FALSE
"00b2017c05eb1a19a1d6d99e72c607e6",1,0,FALSE
"00b235dc769de608f864d32ae896ccaa",1,0,FALSE
"00b25a2b6bd6c22e0aed297ce7657445",1,0,FALSE
"00b269c189f6825ab462149412ccac00",1,0,FALSE
"00b28ceb9c9a93f40cf980c2b1c65782",1,0,FALSE
"e56eb6d4d50b5f752aedfa4c87940317",71,0,FALSE
"00b39f4016b0e9a9d50c10d7e91dd980",1,0,FALSE
"00b3b2150e42e194ffe3b073aea99750",251,0,FALSE
"00b40c3daf546070efc4866bd5301b14",4,0,FALSE
"33ba610512ba090f8dcdea4d69c19344",10,0,FALSE
"653e681f224b494b4f2c1b48e6a67ec5",163,0,FALSE
"00b5dc8a919816b0a82a0246facb5336",1,0,FALSE
"00b6c0ef9e0655ebab605df7233316f5",1,0,FALSE
"00b6cb5749917c2e6a9e56dbaa6de3dd",1,0,FALSE
"00b74f0cdf6b1ed19c4a696777faeaab",1,0,FALSE
"c8bbd6e728e384c42364b1d7509a5bf8",14,0,FALSE
"78f6f8163c5b537e3f78a783a3bf22a3",17,0,FALSE
"00b7af43534301e83e3a5e9da8088219",1,0,FALSE
"00b9c8dc5cf3e01a247f91d6d27b69c3",1,0,FALSE
"00ba1db7b750ca443b6f44335cc0dbc5",2,0,FALSE
"00ba74706c60fb7d69a4ddd2c588975a",1,0,FALSE
"7d975be9a3e7f9e0cef1387b38cc792c",38,0,FALSE
"91c031ca66abf3247ada2df127f78fec",147,1,FALSE
"00bd0563ab7866c2b8357c3cd419cefc",1,0,FALSE
"00bdbcaa6c948d3e6031942fa3b299f7",1,0,FALSE
"869598f7a185215347c95e689298b70a",49,0,FALSE
"00c05c88b545025380b192f92953f97f",1,0,FALSE
"00c0dcf1e172cb943cf4cd2753e870dc",1,0,FALSE
"00c113aae21aae5ca9a249b52d2f11ed",1,0,FALSE
"00c1b0652480046eae8b1088c70c2ebb",1,0,FALSE
"00c1b456971b7cb79655b50f25b6b752",7,0,FALSE
"00c1c9e0eb59162e7619c348ee16bd2c",1,0,FALSE
"00c246b120f5d923130e01c042aef3de",1,0,FALSE
"00c2c1df5ab12232518b122b0a0f9e21",1,0,FALSE
"00c2d7fc18c3e3480c4fcc4c292d3a4c",1,0,FALSE
"f7c15e3d2c9f0047bac4a789d37bc070",5,0,FALSE
"00c453b0dc1cd9ee649e1fa7f8954baa",1,0,FALSE
"00c4e7c1378b039e8f3ad679d31ef43f",1,0,FALSE
"00c4f4d9338e4500798eef847f4d7297",1,0,FALSE
"00c630d452b3cc56ef8cbb8615243a43",1,0,FALSE
"00c637c2d7348a9e0f6991284e221ac9",1,0,FALSE
"bc71991391a177b45d9e954afbc35c01",27,0,FALSE
"00c761c11e284f10c1875ec2bf37c62e",9,0,FALSE
"21698a7cba6c86bd4add5d959bf742b3",9,0,FALSE
"00c7b7aefd44a7566b681b7b4fb204fa",1,0,FALSE
"00c82e370f79120aa4508d5117b1be65",1,0,FALSE
"00c8b8e27574e7774dab1b1c7cf89db8",1,0,FALSE
"00c905253e84aab5042613bcc22d568c",389,1,FALSE
"3294c83ce213589e2390dc9d88505261",2,0,FALSE
"00cae5090fbd68415e19407b1ae46594",1,0,FALSE
"00cb2dca43a67e3525b83d11bccb9e31",1,0,FALSE
"00cbaabb42639e212047579e83efaa96",1,0,FALSE
"00cd786cad96bfbb8753647ee2fa7a7a",1,0,FALSE
"00cdbb5646b91a8f371b197af4f2803f",1,0,FALSE
"46c27e4aac9f78a2e7169cbfa2f7860c",81,0,FALSE
"54f6e509d190e327d144a3ae92e1e73a",14,0,FALSE
"00ce1ce68ca668cd8f27c990aa204fb9",65,0,FALSE
"00d0b30327c0d4cedc8738974f330269",185,0,FALSE
"00d11c0a76d4fb4a812ce9d89f649430",1,0,FALSE
"00d19c8a5342b58e0c8075c1d1f6f349",1,0,FALSE
"00d1c4cf9943b69b90d0fac5f64a49d7",13,0,FALSE
"0c769ae5a5f5385b06fd00039a641169",320,0,FALSE
"00d2b18239868b361c224cbb8b5c9f95",1,0,FALSE
"00d2b2c94bce86bc92a8ec8ac8036e43",16,0,FALSE
"847074c68722a481d1044fcbfce9493f",374,15,FALSE
"00d2d3b2d88cae6417329806d9396e6d",1,0,FALSE
"00d3946dca63e06a7df3cc69c3d0323a",1,0,FALSE
"04bfa26b3209850428c4ae09b1d4f4b8",94,1,FALSE
"00d45c6c6b5432ef71d040aa8759e294",1,0,FALSE
"00d47dd54a6b7099bbdc3876d571ea42",9,0,FALSE
"00d52468044f56abfbee6230d85c20c8",1,0,FALSE
"00d524c4c588bdb8e8f2344e4ee94a69",1,0,FALSE
"553cc9ceace8c24d89e7aec2a7326f99",21,0,FALSE
"00d5f89ab318cf060549e162ce74af99",1,0,FALSE
"00d6a1013721b63dde57139506704ee2",5,0,FALSE
"00d71a23baa0850381eec79be8e6cdb4",1,0,FALSE
"00d756526833cd18c988f6c11b26b0d1",5,0,FALSE
"00d87be67c79100cc4161f9c96bda974",1,0,FALSE
"b3067738bbf2fb56177510b816e70613",7,0,FALSE
"00d8f1b97e4b8045b72bcdd386afe6dc",3,0,FALSE
"00d95acb3cff5cfe27f89e3e91213611",3,0,FALSE
"67d0181079705875c99f291ef6bc341a",3,0,FALSE
"4f7c7554db591b7f5df83ffb72ebce7a",146,0,FALSE
"00da755c4daac212ffd8faa62ec10666",1,0,FALSE
"00db0e3eebda699bc19513f82f675e56",1,0,FALSE
"00db22f627dd9b04b4b8a5eacaa390dd",1,0,FALSE
"00dc2bfa44378c484153257a4b773798",3,0,FALSE
"00de18386af8215012d546ccb03a69c3",2,0,FALSE
"00de1b433dc479ef64fa8687f7dc2b67",2,0,FALSE
"e57b1b3777bb11813300c72ec78b6a02",129,0,FALSE
"00de8e4242e06da65d65b828dab24102",1,0,FALSE
"00dfcc7cf51e3b2467b4f0869368530e",1,0,FALSE
"00e020b1703811ce46b60db506486bba",1,0,FALSE
"00e0af9e407d3eedc7eeb6ee386a7dbb",1,0,FALSE
"00e0c81680c89bb51dd1f269ec785ef1",1,0,FALSE
"00e1641fb51ed832ba885f1a576f5590",1,0,FALSE
"459dcd39b21f3925affe91451fff5057",31,0,FALSE
"00e24348876de808bc8562653c389b26",1,0,FALSE
"00e3012980ee51cbd46990dca03298b8",1,0,FALSE
"00e4d6d7a6e591122be390c93fe0e339",1,0,FALSE
"00e551207358acfdab2c60ffefd69ef8",1,0,FALSE
"1edf79b692fa2207634e4b0a21e60175",47,0,FALSE
"00e6e06460abd4defff9a4e1dcbe31b3",1,0,FALSE
